reporting_jurisdiction,partner_jurisdiction,year,total_revenues,related_party_revenues,unrelated_party_revenues,profit_before_tax,income_tax_paid,income_tax_accrued,stated_capital,accumulated_earnings,tangible_assets,num_employees,num_mne_groups,num_subgroups,num_entities,research_development,holding_equity,ip_management,purchasing,manufacturing,sales_marketing,admin_support,regulated_finance,internal_group_finance,insurance,services_unrelated,dormant,other_activity,profit_positive_panel,profit_negative_panel
BEL,AIA,2017,70364589.77078444,55398874.13504564,14965715.635738794,30101163.312812872,3179929.266685152,3299724.844169044,426332.0332538449,140493919.11192387,3306817.6366571886,185.28851523997432,11.0,11.0,27.0,6.0,27.0,34.0,9.0,3.0,9.0,16.0,17.0,38.0,5.0,5.0,26.0,6.0,32709908.530691568,-11103925.2746792
BEL,AIA,2018,193174172.79187065,100819145.20930848,92355027.58256218,70478013.23464273,5535615.684625379,7019672.088241405,2457966.292478527,225878699.90956518,11698839.817163564,1732.9586255457816,5.0,5.0,8.0,0.0,10.0,7.0,1.0,2.0,5.0,0.0,9.0,8.0,1.0,4.0,4.0,2.0,66093634.69883216,-30050491.01442174
BEL,AIA,2019,20593145.607657645,5466367.472138032,15126778.135519613,10793716.565343114,2688350.155265665,2701379.5749320723,496971.2001311666,42568006.58083474,1207390.2290599877,194.7850815051187,4.0,4.0,4.0,1.0,4.0,7.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,6.0,1.0,12714067.959051788,-2747105.3290612595
BEL,AIA,2020,6520751.094436516,2014316.4940187575,4506434.600417758,-397855.8062613019,0.0,0.0,301528.19021866395,-2270957.057025433,1667760.7862140497,65.65298909416046,3.0,3.0,4.0,0.0,6.0,5.0,2.0,0.0,1.0,5.0,0.0,6.0,4.0,0.0,6.0,2.0,97158.69731342708,-435405.30687684915
BEL,AIA,2021,82934743.51410805,54190788.17149729,28743955.342610758,32660804.926172137,0.0,0.0,141247.66095025832,139619218.23460716,1067784.2724411043,770.1164031453986,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,29775386.26877431,-15435554.185703108
BEL,AND,2016,13369895.370251784,8839255.022901459,4530640.347350325,8468706.662118068,1037770.4546244773,1211295.2620025433,6685361.897828636,27753913.804374382,24647903.497498125,20.333075008279234,2.0,2.0,3.0,1.0,3.0,4.0,0.0,1.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,0.0,7827207.627844536,-1995182.9714434915
BEL,AND,2017,97124184.7916175,64254206.83681328,32869977.954804216,37272081.93820826,347492.58243606327,357815.82996404456,11037312.631277366,223358515.19578558,20416344.484860133,231.84056222338552,4.0,4.0,6.0,2.0,5.0,9.0,2.0,1.0,2.0,2.0,5.0,7.0,4.0,3.0,5.0,1.0,29900748.26701085,-5535717.5698073
BEL,AND,2018,11670624.606195929,6236457.486744111,5434167.119451817,6444887.586297585,278637.37228032126,326739.3154528564,11446845.667522626,29894822.738362733,26933711.585154664,143.46927943650377,3.0,3.0,7.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,7.0,4.0,6744303.446014043,-2608169.2190625607
BEL,AND,2019,68283282.16047241,47417171.31191838,20866110.848554034,35811589.22577604,2083431.8664303755,2878069.013641704,314728.3047482963,139313419.2345314,1175376.397284017,409.46834506096224,2.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,34126694.71161161,-4693958.185892043
BEL,AND,2020,89673518.98702338,32169554.062257137,57503964.92476624,29834335.007196635,2460242.5814866237,2613911.882679417,2054587.91362924,117866017.28918679,5882017.620490903,1263.2584395800438,4.0,4.0,6.0,1.0,7.0,5.0,0.0,0.0,1.0,2.0,2.0,10.0,3.0,2.0,7.0,1.0,33754523.7594725,-6350074.475772167
BEL,AND,2021,178159292.21900302,97378792.61526091,80780499.60374211,93262135.90283823,12518039.701124601,13969624.327772025,5508210.514094677,228165392.80087432,9201998.66530256,778.8254739150268,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,93332697.49623194,-39964130.53816029
BEL,ANT,2016,87835829.61985648,49182320.59072241,38653509.029134065,37477456.773965016,4004662.267848886,4603082.77758018,15940541.521423155,207938861.1432753,29256161.790289078,1588.588477108204,11.0,11.0,13.0,3.0,19.0,15.0,6.0,2.0,2.0,4.0,8.0,12.0,5.0,0.0,10.0,6.0,36469978.66858395,-14069185.962155804
BEL,ANT,2017,28429074.037707523,22290538.13564386,6138535.902063666,5480065.448123814,743726.4247881332,882760.7365074037,6291798.08273067,29038763.791354008,15481015.988943337,85.58919258104761,45.0,45.0,65.0,18.0,84.0,51.0,17.0,7.0,21.0,31.0,32.0,87.0,20.0,12.0,64.0,25.0,6153421.998343768,-2534777.773120412
BEL,ANT,2018,19958002.752553526,13486210.910112865,6471791.842440661,10319849.884093467,1994886.2329615543,2132066.392202604,636623.9722014611,26709021.68065168,3418217.598673678,156.59634630746513,11.0,11.0,25.0,6.0,45.0,32.0,7.0,3.0,5.0,18.0,19.0,28.0,3.0,10.0,33.0,4.0,9233220.91544984,-765411.8057862367
BEL,ANT,2019,46087860.740714744,15441105.461947303,30646755.278767437,-4397376.176220472,0.0,0.0,4589377.614751747,-12593859.704541732,14375760.655637132,289.1642187051435,4.0,4.0,4.0,3.0,12.0,7.0,4.0,1.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,0.0,728343.8178825323,-4213077.746619386
BEL,ANT,2020,31031729.612343453,21347581.807068184,9684147.805275269,8568268.678905334,956850.146441576,1261528.8811088006,3850782.634017657,20952994.805299677,14665610.487337844,97.09048619863779,2.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,3.0,1.0,7061276.414658155,-1667940.3205967683
BEL,ANT,2021,95358787.13942908,55714737.49290833,39644049.64652075,21963290.46642357,1042021.8279911146,1272878.314605635,3816008.411512062,106293169.39118284,6517938.5152153,386.1493866216345,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,22540485.042079132,-10316835.486469377
BEL,ARE,2016,22106349.17280237,13247542.747301621,8858806.425500749,12219121.856980542,545745.6777825521,580114.1109234217,6645752.947461731,36227934.7547535,14995693.858119963,192.52942709201614,4.0,4.0,7.0,1.0,7.0,12.0,4.0,0.0,3.0,4.0,2.0,6.0,3.0,1.0,5.0,5.0,12037870.939212859,-4425122.029054245
BEL,ARE,2017,92868215.5169484,91010851.20660943,1857364.3103389698,-13139220.940949505,0.0,0.0,11552371.336965779,-68359657.77083726,46695135.105025105,35.20127126687431,2.0,2.0,4.0,5.0,8.0,9.0,2.0,0.0,0.0,3.0,1.0,8.0,2.0,5.0,8.0,0.0,3229530.245792834,-14708470.010164207
BEL,ARE,2018,72148487.00275199,49013363.91715083,23135123.085601162,26878109.31520275,6576653.481155119,7845182.913004203,11135564.33795286,146127182.17129675,35571656.86430328,986.0125223927198,4.0,4.0,7.0,1.0,13.0,5.0,2.0,1.0,1.0,5.0,4.0,6.0,5.0,1.0,5.0,5.0,28864635.968007177,-12368295.640756289
BEL,ARE,2019,53511270.57791187,43876032.89028292,9635237.687628945,19074046.134021726,2534643.1828217483,2922295.718781568,891757.9919076787,83493713.60730752,3425456.360635498,163.1427552683237,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15570362.86008256,-9032883.233293656
BEL,ARE,2020,19776667.15944044,9045284.99820882,10731382.16123162,11131775.799525622,47008.02291882128,62423.128609252555,2594272.803985124,54023808.946713805,4821786.230411539,129.72673746115075,5.0,5.0,6.0,1.0,12.0,3.0,2.0,3.0,2.0,2.0,2.0,10.0,0.0,1.0,4.0,0.0,12647034.938148603,-1904774.408531918
BEL,ARE,2021,178575611.3965889,63281681.62497833,115293929.77161054,75719910.7030778,2806420.7901257686,3770711.386427071,785635.8647095663,258155239.0087799,3499185.1735570664,1157.0651012399742,14.0,14.0,20.0,7.0,25.0,16.0,9.0,1.0,10.0,7.0,13.0,28.0,12.0,6.0,19.0,4.0,86026228.73764537,-11585429.58881206
BEL,ATG,2016,372246213.3523741,186111426.98895085,186134786.3634232,156669419.8540623,12857931.752808563,17030810.620860714,614790.4725520499,624942356.510236,2963646.899345613,1461.4830958369039,6.0,6.0,8.0,1.0,14.0,10.0,5.0,2.0,0.0,3.0,9.0,14.0,2.0,3.0,11.0,4.0,145659833.05600286,-70255409.8412974
BEL,ATG,2017,25507152.552489694,17905574.781953197,7601577.770536495,23940060.507672064,3096449.218560589,3163998.2122409237,1083561.4861174347,120562356.05397145,2334289.874380331,180.11717416827437,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,20653857.619635567,-3785382.662738515
BEL,ATG,2018,1410171.4025598997,721659.043265971,688512.3592939287,45544.91117789838,0.0,0.0,445985.646580986,124689.08877452764,1096228.3152918513,12.471817956246733,11.0,11.0,12.0,6.0,10.0,9.0,2.0,1.0,2.0,2.0,7.0,14.0,4.0,3.0,18.0,4.0,45472.90787920147,-20123.035869262167
BEL,ATG,2019,38373996.47332104,16990215.37782164,21383781.0954994,15306864.138441216,873248.6837886114,902458.297764441,5696521.273537592,40811959.75356413,11257702.027334588,365.1034260645039,11.0,11.0,21.0,7.0,34.0,22.0,8.0,3.0,8.0,5.0,16.0,26.0,10.0,7.0,12.0,5.0,12754332.722438278,-4448912.23855766
BEL,ATG,2020,10673914.693633348,7726079.220875219,2947835.472758129,446224.54282025655,13488.832308573728,14168.842238306359,1518325.7905416517,2460906.55602737,6952535.282756222,64.68810101338111,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,426704.5086131091,-172236.7178264286
BEL,ATG,2021,19193513.044004492,5367574.902972811,13825938.14103168,13320298.988551192,2224160.4785996196,2756607.086991711,556714.1399748088,77263071.562392,1495335.1416290454,318.9986109180531,8.0,8.0,14.0,6.0,28.0,13.0,6.0,8.0,12.0,17.0,8.0,18.0,11.0,10.0,20.0,9.0,15437600.691437496,-3584019.2302477965
BEL,AUS,2016,26489128.761990763,9875889.034501439,16613239.727489324,4107446.6792762494,1098660.0796553558,1322635.341168861,238295.25558373812,13267619.261309886,1223886.8550994846,251.8799459864584,16.0,16.0,19.0,9.0,3.0,5.0,11.0,20.0,18.0,17.0,7.0,8.0,6.0,14.0,3.0,9.0,3749146.4744295427,-292544.29629124934
BEL,AUS,2017,30419892.214424875,21961775.80448549,8458116.409939388,12360320.04223779,4406180.935452317,5602205.61445479,227717.1140710529,27983306.885992575,1460703.7013027947,166.70548683075674,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10483439.189745206,-1445120.8334485507
BEL,AUS,2018,39865741.874528155,16820787.57530631,23044954.29922184,3352539.196402721,481921.4831476583,624643.7680568899,2343270.1934256344,6769029.027800922,17002007.9224322,414.8665129503097,4.0,4.0,6.0,3.0,4.0,2.0,3.0,6.0,7.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,3686904.5804085573,-803992.5157637154
BEL,AUS,2019,5978836.924986153,419687.96303161664,5559148.961954537,-100866.27927381996,0.0,0.0,3367060.3621107475,-354755.7644163458,13229515.80554771,171.4469450444705,3.0,3.0,5.0,2.0,2.0,0.0,0.0,6.0,6.0,6.0,1.0,4.0,0.0,3.0,2.0,2.0,35385.527878139896,-100514.55401237233
BEL,AUS,2020,8692890.731802497,2670308.4720200174,6022582.25978248,737970.5354547095,173727.38192393223,201577.3549920901,144682.88442113047,2715540.4773982363,398780.6094040374,119.73519882080268,7.0,7.0,11.0,5.0,0.0,3.0,6.0,13.0,13.0,7.0,2.0,3.0,3.0,4.0,3.0,5.0,786463.4627339846,-84025.4109494474
BEL,AUS,2021,34319476.75706708,8921399.943083331,25398076.813983746,1169569.584880598,334867.0791762624,413220.2183856706,2875514.2344243494,6091834.595046652,9625069.536014616,319.72609380033794,1.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,1245057.1772942294,-158496.88718286448
BEL,AUT,2016,57709892.0318753,20273446.53829642,37436445.49357888,6795082.428337728,752232.7538206292,939960.1942505825,8556072.460314,35087117.69612933,22726573.324919023,2168.6219564720577,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,7487532.602661606,-2611051.14940433
BEL,AUT,2017,4087221.8516621855,828754.9091597879,3258466.9425023976,1021450.9439882634,218742.21114428237,263994.5123512542,2187838.645671635,4189219.0185586913,6889942.750816739,66.20314477012546,2.0,2.0,4.0,4.0,0.0,2.0,4.0,2.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1000619.4264885853,-365494.9090176762
BEL,AUT,2018,73219877.59333824,28561041.199955914,44658836.39338232,8572985.207641233,1456053.819017961,1821503.9196122738,2479349.6402538675,20900755.376926735,14006607.883536048,278.0077413583361,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8056405.514525567,-993406.1495230743
BEL,AUT,2019,4459524.044877105,1398992.1739577926,3060531.8709193133,1501017.0445294497,457780.7765092879,595451.2852838568,10579099.98539419,3717043.8392688544,24510006.404352855,46.53110652463686,2.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,1476844.411318187,-124585.75315218864
BEL,AUT,2020,33836856.298850544,12224781.825602457,21612074.473248087,1804572.2452645183,101653.89975182808,116431.05369275836,2749761.638843578,8749508.661860853,5316861.730123857,144.3738219220305,3.0,3.0,5.0,3.0,2.0,0.0,6.0,5.0,4.0,5.0,0.0,1.0,3.0,3.0,2.0,3.0,1733219.7637876335,-454647.28577469627
BEL,AUT,2021,456713424.754629,368358567.13646066,88354857.61816835,-4425365.466266884,0.0,0.0,14637364.88116242,-20462238.59502441,45813431.373378135,1430.9080182513035,2.0,2.0,4.0,1.0,0.0,1.0,3.0,4.0,9.0,4.0,1.0,0.0,3.0,3.0,2.0,2.0,960700.1727625725,-4366221.205399414
BEL,BHR,2016,232573827.2859677,114564169.86874756,118009657.41722015,30846775.427728508,2986926.742824514,4122019.41730532,1931893.0103902668,113259217.77295713,3243181.879677298,1043.601776745735,2.0,2.0,3.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,34180615.45137119,-10686902.56772732
BEL,BHR,2017,58375681.8790908,45461583.52593621,12914098.353154594,13362454.446212912,1255828.4081165262,1267712.7363978145,30823626.97997036,77695340.37751964,154872324.64407828,237.46527021691946,7.0,7.0,10.0,2.0,10.0,8.0,5.0,3.0,3.0,2.0,3.0,13.0,2.0,1.0,11.0,8.0,14016183.103154082,-5462383.895022811
BEL,BHR,2018,50341307.75670734,34475586.22004114,15865721.5366662,18972487.447231375,2325321.7630637367,3097515.723795477,1812082.4735527365,59690671.27906144,3351245.4630675144,158.337194184713,18.0,18.0,26.0,9.0,36.0,30.0,5.0,1.0,3.0,7.0,17.0,34.0,11.0,7.0,28.0,6.0,21346302.106506065,-5435010.625942028
BEL,BHR,2019,116600988.63421252,70360964.35223255,46240024.28197998,83208708.2190733,0.0,0.0,499725.25659839605,376704483.6569814,2641545.3122634147,1057.0445259942207,2.0,2.0,3.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,3.0,0.0,80983650.29890323,-39449937.39549833
BEL,BHR,2020,53439546.41863009,18456064.269212168,34983482.14941792,23980924.473068297,2546561.9332335796,3554694.3644235358,2116137.8051219513,60061340.600405626,4405103.1594589725,412.0012920587579,5.0,5.0,8.0,1.0,13.0,6.0,1.0,0.0,3.0,4.0,7.0,9.0,2.0,1.0,8.0,1.0,28390956.70133194,-10670659.680968555
BEL,BHR,2021,97679829.19022176,42721230.938754894,54958598.25146686,40789724.88418764,3474314.3193130717,4557661.077367654,152789.4306183294,191100625.2150308,496428.40302147035,499.9124267656695,3.0,3.0,6.0,1.0,8.0,4.0,4.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,40522220.995472096,-13227786.296529057
BEL,BHS,2016,17824582.80315013,7394690.263738233,10429892.539411897,2605044.8936194177,64834.05781033647,70257.20555807266,491034.1821421912,15291831.052716045,4069281.034585679,116.0868450523688,5.0,5.0,11.0,1.0,14.0,14.0,4.0,1.0,3.0,3.0,6.0,15.0,2.0,2.0,6.0,0.0,2409809.5744613884,-956929.8365049827
BEL,BHS,2017,24037816.61991455,10532938.994219072,13504877.625695476,9061328.406994523,131026.7024081044,139820.74053676016,722122.5933472166,46629088.48979881,3104471.5027315775,157.51204577021545,2.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,9746477.471372105,-776557.1546268105
BEL,BHS,2018,218179193.8991344,190317437.95234174,27861755.946792662,200685100.6912622,0.0,0.0,4880677.431714965,782504492.6796668,11888824.15672709,497.22631692419276,4.0,4.0,6.0,6.0,7.0,5.0,0.0,0.0,2.0,3.0,2.0,10.0,2.0,1.0,1.0,0.0,190718184.7969876,-77213772.6127346
BEL,BHS,2019,28197537.14118851,13370580.00617441,14826957.135014098,7103033.837630801,0.0,0.0,60681.02648712947,17223796.091663774,399700.1865419234,69.59586405280113,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,6078409.51693988,-2037679.3260237514
BEL,BHS,2020,516522064.07412094,114162180.16197735,402359883.9121436,178981523.68317333,12311388.95722557,15983272.89685427,198672.5116504837,662770282.5211595,1634456.64670545,3271.8738293465067,5.0,5.0,6.0,4.0,10.0,12.0,3.0,2.0,2.0,5.0,8.0,3.0,9.0,2.0,5.0,6.0,196226063.57797956,-42927215.65411198
BEL,BHS,2021,56960273.9719274,35726358.70987572,21233915.26205168,7988633.3593572695,712265.062759903,757168.7257785769,2166062.097849686,18327592.897914696,6125755.888290136,661.4114885487122,3.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,7082487.357187201,-1230798.185040043
BEL,BLZ,2016,23512568.55109246,16568201.892573649,6944366.658518811,8359880.288965496,1132767.6517260238,1284573.4518182992,2721415.8524230123,34094060.41360389,8254771.259940628,258.5881453372429,12.0,12.0,15.0,2.0,15.0,19.0,4.0,1.0,6.0,2.0,6.0,15.0,5.0,8.0,13.0,9.0,7869986.884490978,-3064977.6812304603
BEL,BLZ,2017,49683636.95482256,43425712.145698175,6257924.809124388,37422505.745873645,6138443.940050467,8344910.770377077,2513721.4418544034,160488017.5433037,6992377.001690499,118.81086923358586,5.0,5.0,6.0,4.0,8.0,9.0,2.0,1.0,1.0,3.0,10.0,6.0,3.0,1.0,6.0,2.0,36808957.95601317,-4200478.193756203
BEL,BLZ,2018,12327291.619921902,6843988.4960194845,5483303.123902418,2221480.0995310396,114518.84282787712,125583.9849381336,537598.8790422772,9858235.36557002,2564838.2093220386,144.55043425428497,2.0,2.0,3.0,2.0,8.0,4.0,2.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,4.0,1.0,2427847.5747607984,-1017653.3251280786
BEL,BLZ,2019,920512672.3678426,789716553.7415394,130796118.62630317,64774976.45888589,1577158.0499008244,1925252.077058409,96228.97105030972,175248567.9936298,247682.52079498515,654.8189733798346,1.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,68908199.54225059,-26013082.154027637
BEL,BLZ,2020,59035890.36005387,41973104.325538486,17062786.03451538,29714101.44264721,3450842.512671342,4050619.6857126667,1690942.0814866968,177872156.23676458,9584017.7302161,393.08388758702665,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,28372618.398297295,-3964215.0847149296
BEL,BLZ,2021,131851992.82538831,29025645.947675332,102826346.87771298,53361052.873070054,18399169.1247861,24839735.254322644,17391249.644918848,166966878.92068374,38773007.12718215,665.6435376567184,3.0,3.0,4.0,0.0,5.0,7.0,8.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,6.0,1.0,44266332.16979052,-6554253.36519046
BEL,BMU,2016,1636907306.5086691,1266052600.9182076,370854705.5904616,75972173.61344247,855300.9847637817,898635.9458520295,675114.008048356,197162538.97602502,5487942.680388342,2553.213945684798,3.0,3.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,12.0,3.0,0.0,7.0,1.0,77557011.09299684,-29765218.41079911
BEL,BMU,2017,127249638.53481919,92820566.16493191,34429072.36988728,3192019.5015305327,581484.6592374007,722692.9186494834,1680699.8415123804,11788424.027763309,10534994.2626668,394.6735539658987,1.0,1.0,2.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2630932.998498404,-1068267.9745169827
BEL,BMU,2018,149025929.39557174,118129169.5167237,30896759.878848024,-14902592.939557174,0.0,0.0,19665171.341737226,-54461317.75771094,58112042.42639936,389.4669819368899,1.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,5152728.420338804,-13690290.268551666
BEL,BMU,2019,4377431.392325623,1369026.3749093432,3008405.01741628,252512.0271879077,39770.19254068314,41815.98071783508,35497.87190360665,711103.9887589209,352946.6733660726,56.97240191093881,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284509.3813145655,-33555.619852623124
BEL,BMU,2020,8594100.991277263,5809991.857318791,2784109.1339584724,271562.5936735854,52312.65585223614,67899.62134922954,325841.66888577526,1471327.414663286,671163.9691903555,26.30871958910445,3.0,3.0,4.0,3.0,12.0,3.0,0.0,4.0,4.0,5.0,5.0,7.0,0.0,3.0,7.0,4.0,296619.6673977936,-98076.43939464675
BEL,BMU,2021,9254492.642793545,3530831.9871975617,5723660.655595983,2690752.945713102,591884.0834504038,798432.6864376777,2192445.1241763164,5910803.056470194,5451506.487049246,45.27942581415191,4.0,4.0,4.0,0.0,9.0,2.0,2.0,1.0,1.0,0.0,3.0,8.0,1.0,1.0,6.0,1.0,2997670.433060495,-1080772.512752318
BEL,BRA,2016,106392939.7315873,28462472.081876088,77930467.64971122,33051185.025792517,10476550.155053267,11731358.27914926,8369305.111288478,80663849.83827333,15275953.093703853,1562.8471924676496,4.0,4.0,7.0,5.0,4.0,0.0,8.0,9.0,8.0,7.0,4.0,1.0,2.0,7.0,1.0,3.0,27372744.684986025,-7014162.965976231
BEL,BRA,2017,5411708.594317873,2366344.1825623154,3045364.4117555576,680251.8187614359,183152.69279624705,208469.59471803007,140275.15681267602,4009266.6722883815,358755.7069034509,91.9233535772373,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,650219.8628520088,-56178.2246188827
BEL,BRA,2018,973216.2710177338,351854.64472093666,621361.6262967972,80197.10713607044,12737.474576699426,15174.233133057538,893468.2601953076,161903.8112897845,1682507.6187510544,32.049578677418786,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,82832.35456394426,-33126.92417848907
BEL,BRA,2019,20624775.62182932,9689962.874562714,10934812.747266605,3747793.4907399155,663113.538801623,671072.8886956299,1272320.05983568,16822026.077945527,2528640.4240213153,204.0957339661824,3.0,3.0,5.0,2.0,2.0,0.0,2.0,6.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,3427509.8232816486,-432455.0803932892
BEL,BRA,2020,5083696.116450224,1215249.8523245538,3868446.264125671,383794.40466463077,144221.40476287846,200758.40216222982,594727.4449258626,1437869.404529544,2057033.7165728458,126.91808067959843,5.0,5.0,11.0,6.0,1.0,3.0,5.0,10.0,12.0,6.0,5.0,2.0,2.0,10.0,2.0,5.0,399617.799282499,-95894.48122098211
BEL,BRA,2021,65696354.51392029,34152757.89834891,31543596.61557138,11042766.579482988,1714264.8573152574,2004646.2287509614,402077.14212885796,58249965.15411019,738216.3048484625,833.6689510261319,2.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,11045400.979195757,-5008621.071617709
BEL,BRB,2016,11450090.445362637,4971923.598882168,6478166.846480469,3525087.6077056467,446042.794671819,550793.1091180395,56203374.54756474,21002783.573916245,115489369.13717279,64.70266715153612,5.0,5.0,6.0,2.0,8.0,4.0,0.0,1.0,0.0,6.0,9.0,8.0,1.0,1.0,3.0,1.0,4061818.6965338904,-809276.7384947978
BEL,BRB,2017,249095671.3930984,165640410.27299383,83455261.12010458,-23202857.264823206,0.0,0.0,903697.5569907986,-121988686.77884853,2024310.3956905315,951.727627768579,4.0,4.0,6.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,7.0,9.0,0.0,1.0,5.0,0.0,6791103.076140488,-18849779.928693168
BEL,BRB,2018,3921679.643309155,2891158.1095221597,1030521.5337869953,1315049.351769664,142597.39414297012,169449.36822965823,5831789.813290363,6317327.120126006,11800214.546910433,19.697424467716733,5.0,5.0,11.0,1.0,13.0,12.0,4.0,0.0,2.0,1.0,4.0,7.0,2.0,2.0,11.0,0.0,1431157.1689316728,-163117.90687890665
BEL,BRB,2019,16002496.378889838,7755006.714072214,8247489.664817625,2484178.708595648,396962.92511834315,437955.37264869706,14778503.49239917,5712850.166104648,29598431.59700017,178.38110912735414,3.0,3.0,4.0,0.0,12.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2376918.487530523,-226402.03430131596
BEL,BRB,2020,50808466.65549614,21914281.437886734,28894185.21760941,-1116332.0809747027,0.0,0.0,3691520.799262893,-4728158.045858453,9256897.962911747,434.16335814126114,1.0,1.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,352087.70690898044,-899960.4855531498
BEL,BRB,2021,78874190.80213617,70112370.16592596,8761820.63621021,20158139.38418674,3842249.993793922,4110656.246324446,1609896.1220565548,70102896.14352809,3908957.436154409,59.48930414731261,8.0,8.0,12.0,9.0,18.0,14.0,10.0,13.0,3.0,6.0,22.0,27.0,14.0,7.0,23.0,6.0,18619977.724071573,-5662239.488245345
BEL,CAN,2016,14448013.845986646,4069900.034217198,10378113.811769448,-73042.95249600841,0.0,0.0,64289910.55029061,-249518.86589846105,118408905.10643172,34.0318070544134,3.0,3.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,14564.207471108048,-63573.0126135117
BEL,CAN,2017,39847550.03752385,13251315.188324766,26596234.849199086,-4876839.201926302,0.0,0.0,4535062.987309139,-12651903.555373823,11785970.512202073,186.73712518807687,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1831300.447844296,-4008873.7368602725
BEL,CAN,2018,6561506.052709764,1566261.4852561904,4995244.567453573,1076221.6686198527,325000.2144270122,369428.515333796,5605399.988521958,5689071.555081134,10641983.520686865,72.39460248538029,4.0,4.0,8.0,4.0,2.0,3.0,5.0,13.0,12.0,5.0,0.0,1.0,2.0,5.0,1.0,2.0,1092567.6339335828,-290099.7363752562
